"persona_id","anio","comuna","pos_x_km","pos_y_km","satisfaccion_vida","ice","formal","cotiza_ss","horas_sem","ingreso_lab","edad","mujer","educ_anios","estrato","s_comercio","s_manufactura","s_construccion","s_alojamiento","s_transporte","s_serv_domestico","s_salud_educ","s_finanzas_prof","g_comercio","g_manufactura","g_construccion","g_alojamiento","g_transporte","g_serv_domestico","g_salud_educ","g_finanzas_prof"
911,2022,5,4.411,12.646,7,61,1,0,47,2570000,29,0,8,1,0.1977,0.6869,0.0064,0.0211,0.0471,0.0167,0.0093,0.0148,4.5,3.2,6,9,5,1,3.5,4
912,2022,17,9.394,7.468,5,34.5,0,0,40,1220000,22,1,6,2,0.2426,0.0843,0.17,0.1409,0.1697,0.0224,0.1124,0.0577,4.5,3.2,6,9,5,1,3.5,4
913,2022,20,4.111,8.684,8,72.9,1,1,49,1510000,23,1,9,3,0.2135,0.0333,0.0171,0.3152,0.0964,0.0736,0.0385,0.2124,4.5,3.2,6,9,5,1,3.5,4
914,2022,21,7.082,6.231,9,68.1,0,1,45,1590000,38,1,13,4,0.2685,0.0098,0.0786,0.1821,0.0434,0.0425,0.2608,0.1143,4.5,3.2,6,9,5,1,3.5,4
915,2022,9,5.771,12.764,9,66.9,1,1,48,3060000,42,1,12,1,0.1225,0.5148,0.0084,0.0501,0.1329,0.1129,0.0232,0.0352,4.5,3.2,6,9,5,1,3.5,4
916,2022,7,3.486,9.015,9,56.5,1,0,40,2020000,65,1,3,3,0.3814,0.133,0.0229,0.2289,0.0155,0.087,0.0762,0.0551,4.5,3.2,6,9,5,1,3.5,4
917,2022,20,1.799,10.786,9,47.9,0,0,48,1360000,42,0,5,1,0.3302,0.2846,0.0166,0.1056,0.0461,0.108,0.0823,0.0266,4.5,3.2,6,9,5,1,3.5,4
918,2022,6,2.009,14.601,8,61,1,0,47,1170000,38,0,4,1,0.0456,0.8407,0.0041,0.0223,0.013,0.0589,0.0117,0.0037,4.5,3.2,6,9,5,1,3.5,4
919,2022,10,3.478,5.756,8,64.8,0,0,41,1920000,53,1,12,2,0.1503,0.0333,0.0625,0.1905,0.028,0.3224,0.1389,0.0741,4.5,3.2,6,9,5,1,3.5,4
920,2022,20,0.2,7.265,7,52.7,1,1,43,3190000,18,0,9,1,0.3663,0.0465,0.0116,0.1676,0.0053,0.3081,0.0339,0.0607,4.5,3.2,6,9,5,1,3.5,4
921,2022,14,9.363,10.386,5,49.6,1,1,36,750000,52,0,3,2,0.3387,0.0875,0.0443,0.0509,0.3677,0.0205,0.0401,0.0503,4.5,3.2,6,9,5,1,3.5,4
922,2022,13,5.822,8.877,7,56.8,0,1,54,2170000,40,0,11,2,0.3074,0.3164,0.0275,0.1284,0.0537,0.0534,0.0697,0.0435,4.5,3.2,6,9,5,1,3.5,4
923,2022,19,10.269,9.237,9,57.7,0,1,51,1480000,45,1,8,2,0.4882,0.0621,0.0235,0.0799,0.1013,0.0171,0.1273,0.1006,4.5,3.2,6,9,5,1,3.5,4
924,2022,16,4.292,12.845,6,49.2,0,0,54,1370000,32,1,7,1,0.1517,0.6036,0.0083,0.0396,0.0437,0.0644,0.0415,0.0472,4.5,3.2,6,9,5,1,3.5,4
925,2022,19,6.653,9.352,7,64.7,1,1,44,2150000,38,1,4,2,0.4249,0.0727,0.0178,0.077,0.156,0.1079,0.0621,0.0816,4.5,3.2,6,9,5,1,3.5,4
926,2022,1,6.426,10.578,8,59,1,1,45,740000,47,0,7,3,0.4711,0.1078,0.0149,0.0558,0.0706,0.1314,0.063,0.0854,4.5,3.2,6,9,5,1,3.5,4
927,2022,3,6.552,9.688,8,58,1,1,46,1150000,59,1,12,2,0.4097,0.1439,0.035,0.0562,0.1673,0.0773,0.0259,0.0847,4.5,3.2,6,9,5,1,3.5,4
928,2022,12,6.949,5.473,8,67.8,1,1,48,2220000,29,1,11,6,0.2403,0.0373,0.101,0.1035,0.0626,0.0465,0.2715,0.1373,4.5,3.2,6,9,5,1,3.5,4
929,2022,13,6.72,9.529,8,50.8,0,0,47,1280000,36,1,10,2,0.5044,0.0677,0.0371,0.0921,0.1388,0.0392,0.0712,0.0495,4.5,3.2,6,9,5,1,3.5,4
930,2022,6,3.157,12.616,8,47.4,0,0,46,1370000,33,0,8,1,0.2015,0.388,0.01,0.0332,0.0463,0.2345,0.044,0.0425,4.5,3.2,6,9,5,1,3.5,4
931,2022,19,9.736,10.704,8,60.2,0,1,43,2170000,48,1,7,2,0.2403,0.118,0.0745,0.0969,0.3043,0.029,0.1035,0.0335,4.5,3.2,6,9,5,1,3.5,4
932,2022,20,0.264,8.774,10,58.8,1,1,53,780000,27,1,8,2,0.1028,0.1679,0.0184,0.0831,0.0163,0.4436,0.1182,0.0497,4.5,3.2,6,9,5,1,3.5,4
933,2022,17,7.904,5.756,8,57.6,1,1,50,1580000,39,1,14,4,0.2761,0.0075,0.1142,0.1683,0.1252,0.0275,0.1097,0.1715,4.5,3.2,6,9,5,1,3.5,4
934,2022,16,4.72,10.303,7,59.9,1,1,42,1360000,44,1,8,1,0.4259,0.1604,0.0275,0.0787,0.0653,0.0835,0.0754,0.0833,4.5,3.2,6,9,5,1,3.5,4
935,2022,11,7.186,9.619,7,73.6,0,1,39,1280000,62,1,6,1,0.1631,0.1171,0.0274,0.1161,0.3341,0.0313,0.1136,0.0973,4.5,3.2,6,9,5,1,3.5,4
936,2022,16,5.367,11.86,7,41.8,0,0,37,950000,52,1,4,2,0.2196,0.4064,0.0294,0.0765,0.0932,0.0943,0.0184,0.0622,4.5,3.2,6,9,5,1,3.5,4
937,2022,13,5.38,12.918,6,44.9,0,0,44,2470000,36,0,7,1,0.0865,0.6823,0.0056,0.0193,0.1388,0.0282,0.028,0.0113,4.5,3.2,6,9,5,1,3.5,4
938,2022,13,8.669,10.424,7,45.1,1,0,39,1600000,33,0,7,3,0.2266,0.185,0.0426,0.0436,0.2992,0.0444,0.0456,0.113,4.5,3.2,6,9,5,1,3.5,4
939,2022,5,8.597,12.457,5,46.8,0,0,41,880000,41,1,6,1,0.3827,0.1706,0.0098,0.0305,0.2533,0.0519,0.0651,0.0361,4.5,3.2,6,9,5,1,3.5,4
940,2022,9,5.945,10.281,9,45.7,0,0,49,1700000,18,0,5,2,0.4851,0.2206,0.0238,0.0559,0.0476,0.0474,0.0381,0.0815,4.5,3.2,6,9,5,1,3.5,4
941,2022,21,4.882,3.918,9,66.2,0,1,37,2510000,32,0,9,5,0.1026,0.0104,0.1358,0.1328,0.0278,0.0595,0.3686,0.1625,4.5,3.2,6,9,5,1,3.5,4
942,2022,8,9.299,8.041,10,58.4,0,1,43,1540000,24,1,9,2,0.221,0.0211,0.042,0.1539,0.288,0.0602,0.0755,0.1383,4.5,3.2,6,9,5,1,3.5,4
943,2022,12,5.435,3.143,8,58.4,1,1,49,1590000,32,0,9,5,0.0896,0.0097,0.047,0.078,0.0171,0.11,0.3864,0.2622,4.5,3.2,6,9,5,1,3.5,4
944,2022,22,1.855,13.615,7,44,0,1,35,2480000,43,0,9,1,0.1073,0.6764,0.0101,0.0615,0.0136,0.0956,0.022,0.0135,4.5,3.2,6,9,5,1,3.5,4
945,2022,11,6.143,9.996,8,72.9,1,1,44,1300000,41,0,8,2,0.466,0.1498,0.0188,0.1313,0.1082,0.0322,0.0676,0.0261,4.5,3.2,6,9,5,1,3.5,4
946,2022,13,4.905,12.326,6,51.1,1,0,46,1370000,25,1,12,3,0.2104,0.5884,0.0124,0.073,0.0282,0.0323,0.011,0.0443,4.5,3.2,6,9,5,1,3.5,4
947,2022,5,6.046,11.069,6,62.6,0,1,36,970000,28,0,5,1,0.3614,0.2083,0.0281,0.0821,0.1249,0.0918,0.0299,0.0735,4.5,3.2,6,9,5,1,3.5,4
948,2022,16,2.922,14.223,8,54.1,0,0,50,610000,55,1,4,1,0.0285,0.9186,0.0038,0.0161,0.0057,0.0137,0.0062,0.0074,4.5,3.2,6,9,5,1,3.5,4
949,2022,4,8.618,6.747,7,58.7,0,1,38,1410000,52,0,8,3,0.3837,0.0101,0.088,0.0322,0.2274,0.0156,0.1705,0.0725,4.5,3.2,6,9,5,1,3.5,4
950,2022,13,3.063,11.15,6,50.9,0,1,42,1740000,29,1,8,1,0.2776,0.3934,0.0222,0.0776,0.0352,0.0901,0.0343,0.0696,4.5,3.2,6,9,5,1,3.5,4
951,2022,22,2.14,13.492,9,42.4,0,0,44,1350000,59,0,8,1,0.1411,0.6706,0.0054,0.0802,0.0184,0.0342,0.0308,0.0193,4.5,3.2,6,9,5,1,3.5,4
952,2022,16,4.031,13.075,8,47.9,0,0,29,1040000,18,1,10,1,0.0708,0.8276,0.0023,0.0213,0.0245,0.0255,0.0164,0.0116,4.5,3.2,6,9,5,1,3.5,4
953,2022,15,4.735,9.403,8,58.7,1,1,49,1030000,30,0,2,1,0.4536,0.1814,0.0083,0.1884,0.0357,0.0588,0.0444,0.0294,4.5,3.2,6,9,5,1,3.5,4
954,2022,22,1.038,12.956,9,59.2,1,1,40,1960000,44,0,9,2,0.2906,0.6356,0.0062,0.0207,0.0161,0.012,0.0098,0.009,4.5,3.2,6,9,5,1,3.5,4
955,2022,3,9.037,8.526,9,68.8,1,1,50,3160000,40,0,15,4,0.4223,0.0207,0.0666,0.0891,0.1755,0.0199,0.1551,0.0508,4.5,3.2,6,9,5,1,3.5,4
956,2022,13,4.499,7.653,8,64.9,1,1,31,2500000,60,0,9,2,0.4048,0.0559,0.0263,0.1284,0.0694,0.1125,0.1391,0.0636,4.5,3.2,6,9,5,1,3.5,4
957,2022,21,3.976,7.343,9,50.7,1,0,43,2020000,35,1,13,3,0.5636,0.0214,0.0456,0.0887,0.0259,0.0789,0.1331,0.0428,4.5,3.2,6,9,5,1,3.5,4
958,2022,5,7.021,10.987,6,59.3,1,1,46,1630000,43,1,11,3,0.3226,0.4335,0.0125,0.0433,0.0646,0.0599,0.0304,0.0332,4.5,3.2,6,9,5,1,3.5,4
959,2022,18,1.231,9.529,8,57.6,1,0,36,1670000,50,1,7,1,0.3896,0.3212,0.0057,0.0863,0.0199,0.1089,0.0432,0.0252,4.5,3.2,6,9,5,1,3.5,4
960,2022,8,10.246,4.125,6,26.3,0,0,44,400000,47,1,0,1,0.0913,0.0116,0.2267,0.0453,0.0785,0.0295,0.2136,0.3035,4.5,3.2,6,9,5,1,3.5,4
961,2022,1,5.545,8.366,6,64.9,1,1,40,830000,41,1,8,3,0.5012,0.0683,0.038,0.0731,0.0435,0.1019,0.1435,0.0305,4.5,3.2,6,9,5,1,3.5,4
962,2022,20,1.522,7.898,9,61.5,0,1,42,1100000,40,0,5,2,0.2499,0.0823,0.0131,0.166,0.0493,0.2849,0.0751,0.0794,4.5,3.2,6,9,5,1,3.5,4
963,2022,18,2.557,10.212,7,48.3,0,1,48,1400000,51,0,6,2,0.1938,0.2962,0.0087,0.0816,0.0564,0.2322,0.0706,0.0605,4.5,3.2,6,9,5,1,3.5,4
964,2022,11,8.112,8.322,6,73.7,1,1,46,2270000,60,1,13,3,0.2251,0.0251,0.0495,0.1834,0.3444,0.0321,0.0625,0.0779,4.5,3.2,6,9,5,1,3.5,4
965,2022,7,6.459,8.144,6,72.7,1,1,35,1820000,51,0,11,2,0.5224,0.0358,0.0463,0.1112,0.1352,0.0417,0.0542,0.0532,4.5,3.2,6,9,5,1,3.5,4
966,2022,21,4.253,7.265,6,51.2,0,0,42,1240000,38,1,10,4,0.2563,0.0942,0.0363,0.2765,0.027,0.1594,0.1059,0.0444,4.5,3.2,6,9,5,1,3.5,4
967,2022,5,6.885,13.735,8,60.8,1,1,37,730000,48,1,6,1,0.3432,0.3805,0.0495,0.0487,0.106,0.0208,0.0148,0.0365,4.5,3.2,6,9,5,1,3.5,4
968,2022,5,4.333,14.578,5,38.1,0,0,47,1140000,44,1,5,1,0.0697,0.7864,0.0076,0.03,0.0339,0.047,0.0072,0.0182,4.5,3.2,6,9,5,1,3.5,4
969,2022,21,5.384,8.081,10,65.8,1,1,38,1810000,29,0,6,3,0.4052,0.0556,0.0283,0.1775,0.0539,0.0656,0.1758,0.0381,4.5,3.2,6,9,5,1,3.5,4
970,2022,13,7.924,10.54,7,58.7,1,1,29,1600000,37,0,9,2,0.2693,0.137,0.0325,0.0947,0.2346,0.0226,0.0928,0.1165,4.5,3.2,6,9,5,1,3.5,4
971,2022,20,0.2,11.095,7,53.6,1,0,46,2530000,36,0,6,1,0.1798,0.5255,0.011,0.0678,0.017,0.1237,0.038,0.0372,4.5,3.2,6,9,5,1,3.5,4
972,2022,17,8.405,8.132,7,57.8,1,1,40,1840000,41,1,10,2,0.4322,0.059,0.1123,0.0539,0.0522,0.02,0.105,0.1654,4.5,3.2,6,9,5,1,3.5,4
973,2022,5,7.309,14.549,7,69.3,1,0,40,1040000,47,0,8,2,0.1592,0.6454,0.0106,0.0547,0.0506,0.0207,0.0392,0.0196,4.5,3.2,6,9,5,1,3.5,4
974,2022,13,3.413,9.281,8,53.5,1,0,61,1340000,47,1,9,3,0.3892,0.1026,0.0325,0.1766,0.0303,0.1632,0.024,0.0816,4.5,3.2,6,9,5,1,3.5,4
975,2022,17,9.028,7.376,7,63,1,1,44,1260000,65,1,10,2,0.2806,0.0145,0.1045,0.1015,0.2808,0.0305,0.1226,0.065,4.5,3.2,6,9,5,1,3.5,4
976,2022,17,7.496,4.938,9,63,0,1,36,1260000,35,0,8,4,0.1542,0.0104,0.1815,0.1201,0.0574,0.0388,0.2227,0.2149,4.5,3.2,6,9,5,1,3.5,4
977,2022,16,1.68,13.321,8,61,1,1,48,1130000,63,1,5,1,0.3201,0.5351,0.0129,0.0199,0.0119,0.0707,0.0168,0.0126,4.5,3.2,6,9,5,1,3.5,4
978,2022,18,2.286,11.618,8,79.5,1,1,40,1440000,52,1,11,1,0.0667,0.5904,0.0057,0.1172,0.0925,0.0479,0.0199,0.0597,4.5,3.2,6,9,5,1,3.5,4
979,2022,13,7.994,8.726,8,55.1,1,1,37,1240000,44,1,8,3,0.3376,0.0654,0.0581,0.1258,0.2409,0.0199,0.1009,0.0514,4.5,3.2,6,9,5,1,3.5,4
980,2022,14,6.54,10.724,6,52.7,0,0,48,800000,37,0,9,1,0.488,0.0945,0.0158,0.1756,0.0733,0.0539,0.0354,0.0635,4.5,3.2,6,9,5,1,3.5,4
981,2022,14,8.276,9.527,8,76.9,1,1,33,1550000,60,0,9,2,0.2783,0.1339,0.019,0.1826,0.2148,0.0536,0.0254,0.0924,4.5,3.2,6,9,5,1,3.5,4
982,2022,16,6.695,13.876,6,47.9,0,0,44,1530000,66,1,7,1,0.1517,0.5506,0.0115,0.054,0.0742,0.0318,0.0844,0.0418,4.5,3.2,6,9,5,1,3.5,4
983,2022,20,0.363,12.357,7,46.8,0,1,46,1530000,42,1,6,1,0.1639,0.5852,0.0099,0.0744,0.0145,0.0526,0.0652,0.0343,4.5,3.2,6,9,5,1,3.5,4
984,2022,17,6.957,8.961,8,60.3,0,1,34,1790000,52,0,12,2,0.4085,0.0288,0.0197,0.3003,0.1014,0.0524,0.0505,0.0384,4.5,3.2,6,9,5,1,3.5,4
985,2022,15,4.244,7.98,8,58.4,1,1,41,1520000,29,0,7,2,0.3462,0.0862,0.0175,0.1924,0.0086,0.1731,0.1049,0.0711,4.5,3.2,6,9,5,1,3.5,4
986,2022,9,7.356,11.064,7,47.9,0,0,44,820000,40,0,4,2,0.2881,0.3203,0.0332,0.0624,0.1249,0.0689,0.0579,0.0443,4.5,3.2,6,9,5,1,3.5,4
987,2022,15,6.424,9.518,6,54.3,1,0,43,1310000,26,1,7,4,0.6252,0.0726,0.0484,0.0318,0.0727,0.0605,0.0208,0.068,4.5,3.2,6,9,5,1,3.5,4
988,2022,22,1.478,11.825,9,45.4,0,1,39,850000,34,1,6,1,0.1264,0.5687,0.0076,0.04,0.0227,0.1237,0.0211,0.0898,4.5,3.2,6,9,5,1,3.5,4
989,2022,8,7.864,4.569,9,73,0,1,48,1990000,38,0,10,4,0.4827,0.0102,0.124,0.0785,0.0404,0.0329,0.1956,0.0357,4.5,3.2,6,9,5,1,3.5,4
990,2022,5,8.4,11.86,8,74.4,1,1,31,2140000,35,0,10,2,0.4387,0.1853,0.0232,0.0823,0.1814,0.0372,0.0265,0.0254,4.5,3.2,6,9,5,1,3.5,4
991,2022,10,2.831,2.741,8,65.4,1,1,54,1360000,52,0,7,3,0.0754,0.0138,0.0618,0.0463,0.0271,0.1265,0.5716,0.0775,4.5,3.2,6,9,5,1,3.5,4
992,2022,16,3.891,14.243,7,62.5,0,1,36,1960000,45,0,9,1,0.1304,0.631,0.0069,0.0515,0.055,0.0737,0.0366,0.0149,4.5,3.2,6,9,5,1,3.5,4
993,2022,5,6.267,13.748,5,63.1,0,1,40,2190000,52,0,9,1,0.2018,0.6234,0.0114,0.0354,0.0433,0.0444,0.0208,0.0195,4.5,3.2,6,9,5,1,3.5,4
994,2022,20,0.2,9.199,8,59.7,0,1,50,1380000,43,1,6,1,0.1418,0.2343,0.0198,0.0775,0.0813,0.316,0.0478,0.0815,4.5,3.2,6,9,5,1,3.5,4
995,2022,11,10.274,10.684,7,79.5,1,1,36,3100000,45,0,11,3,0.1781,0.1086,0.0584,0.0614,0.373,0.0281,0.0853,0.1071,4.5,3.2,6,9,5,1,3.5,4
996,2022,11,8.76,10.466,7,52.4,1,0,48,2330000,37,1,8,3,0.4396,0.0648,0.0563,0.1186,0.1299,0.0267,0.0411,0.123,4.5,3.2,6,9,5,1,3.5,4
997,2022,22,0.664,11.495,9,54.8,1,1,30,1430000,21,1,10,1,0.2854,0.5032,0.0063,0.0397,0.0173,0.0368,0.0766,0.0347,4.5,3.2,6,9,5,1,3.5,4
998,2022,11,7.026,11.54,6,47.3,0,0,46,1180000,64,0,5,1,0.222,0.2092,0.0509,0.0847,0.2271,0.0615,0.0967,0.0479,4.5,3.2,6,9,5,1,3.5,4
999,2022,3,7.09,9.566,8,59.9,1,1,38,1110000,18,1,11,3,0.6127,0.0617,0.0352,0.0416,0.1199,0.0334,0.0449,0.0506,4.5,3.2,6,9,5,1,3.5,4
1000,2022,5,6.976,12.251,6,36.2,0,0,45,710000,29,0,5,1,0.2885,0.5266,0.0189,0.0273,0.0478,0.0254,0.0427,0.0228,4.5,3.2,6,9,5,1,3.5,4
1001,2022,2,6.615,9.196,10,88.3,1,1,52,3170000,36,1,16,3,0.3327,0.0515,0.0765,0.1068,0.1953,0.0321,0.0643,0.1408,4.5,3.2,6,9,5,1,3.5,4
1002,2022,19,4.453,11.483,7,65.5,1,1,48,2430000,26,0,9,3,0.1367,0.609,0.0193,0.0598,0.0414,0.0252,0.0748,0.0338,4.5,3.2,6,9,5,1,3.5,4
1003,2022,21,5.71,3.014,8,54.9,0,1,37,1210000,25,0,7,3,0.2258,0.0132,0.0743,0.1663,0.0292,0.0745,0.2789,0.1378,4.5,3.2,6,9,5,1,3.5,4
1004,2022,7,6.096,8.333,8,65.8,1,1,36,900000,63,1,7,4,0.5758,0.0233,0.0713,0.1018,0.0555,0.1303,0.0285,0.0135,4.5,3.2,6,9,5,1,3.5,4
1005,2022,8,10.181,8.199,10,48.5,1,1,51,1480000,18,1,5,2,0.1478,0.0769,0.1224,0.0861,0.3347,0.0107,0.1616,0.0598,4.5,3.2,6,9,5,1,3.5,4
1006,2022,13,6.843,10.204,7,70.1,1,1,35,1140000,27,0,9,2,0.3282,0.2173,0.0509,0.0679,0.1028,0.1153,0.0479,0.0697,4.5,3.2,6,9,5,1,3.5,4
1007,2022,3,11.398,10.471,8,60.2,1,1,40,1340000,58,0,7,2,0.1495,0.0715,0.1782,0.0932,0.4264,0.0223,0.0234,0.0355,4.5,3.2,6,9,5,1,3.5,4
1008,2022,12,7.763,3.471,7,62.1,1,1,44,1460000,18,1,13,3,0.2024,0.0062,0.0857,0.0638,0.0429,0.0457,0.3789,0.1744,4.5,3.2,6,9,5,1,3.5,4
1009,2022,5,5.736,10.501,5,47,0,0,52,420000,35,0,6,1,0.2152,0.2567,0.0324,0.042,0.1205,0.087,0.1832,0.063,4.5,3.2,6,9,5,1,3.5,4
1010,2022,9,4.643,11.631,7,37.6,0,0,42,2540000,38,1,9,2,0.1906,0.4818,0.0232,0.0707,0.0688,0.0504,0.0423,0.0722,4.5,3.2,6,9,5,1,3.5,4
1011,2022,5,7.572,13.627,6,53.5,1,1,43,1460000,43,1,9,1,0.1045,0.5934,0.0166,0.0283,0.0822,0.0502,0.0973,0.0275,4.5,3.2,6,9,5,1,3.5,4
1012,2022,22,2.981,12.689,7,48.3,0,0,44,990000,30,1,5,2,0.197,0.5855,0.0032,0.0569,0.0304,0.0378,0.0484,0.0408,4.5,3.2,6,9,5,1,3.5,4
1013,2022,13,6.762,10.448,5,49.5,0,0,43,660000,37,1,5,1,0.4593,0.1409,0.0363,0.0867,0.0674,0.0483,0.0877,0.0734,4.5,3.2,6,9,5,1,3.5,4
1014,2022,16,6.614,11.327,8,56.6,1,1,49,1040000,30,0,4,1,0.3066,0.3166,0.0308,0.1265,0.0918,0.051,0.0525,0.0242,4.5,3.2,6,9,5,1,3.5,4
1015,2022,14,4.989,10.178,9,64,1,0,37,1530000,46,0,7,2,0.2091,0.2542,0.0247,0.1161,0.1041,0.1036,0.1092,0.079,4.5,3.2,6,9,5,1,3.5,4
1016,2022,21,7.225,2.029,9,56,0,0,40,2180000,33,1,9,3,0.1548,0.0181,0.3381,0.051,0.069,0.0245,0.1849,0.1596,4.5,3.2,6,9,5,1,3.5,4
1017,2022,22,2.977,13.391,7,47.2,0,0,46,1050000,24,0,6,2,0.0689,0.7854,0.0103,0.0294,0.0295,0.0242,0.0418,0.0105,4.5,3.2,6,9,5,1,3.5,4
1018,2022,13,4.475,9.197,9,47.3,0,1,42,540000,65,1,6,4,0.3797,0.0712,0.0507,0.1599,0.0749,0.1574,0.0807,0.0255,4.5,3.2,6,9,5,1,3.5,4
1019,2022,4,10.084,6.774,8,51.4,0,0,44,870000,29,1,7,2,0.3882,0.0117,0.0637,0.0866,0.3086,0.0192,0.0716,0.0504,4.5,3.2,6,9,5,1,3.5,4
1020,2022,7,5.333,9.5,8,61.3,1,1,38,2240000,47,1,6,1,0.2966,0.0857,0.011,0.2134,0.0516,0.2177,0.0724,0.0516,4.5,3.2,6,9,5,1,3.5,4
1021,2022,16,6.88,12.379,8,54.7,1,0,53,1010000,36,1,9,2,0.3836,0.305,0.011,0.096,0.0983,0.0404,0.0344,0.0313,4.5,3.2,6,9,5,1,3.5,4
1022,2022,7,4.874,9.334,7,63.1,1,1,49,1790000,51,1,12,3,0.4373,0.0947,0.018,0.1217,0.0897,0.0339,0.0889,0.1158,4.5,3.2,6,9,5,1,3.5,4
1023,2022,13,6.924,10.938,7,46.5,0,0,40,780000,54,1,3,1,0.3151,0.2568,0.0301,0.0683,0.153,0.085,0.0488,0.0429,4.5,3.2,6,9,5,1,3.5,4
1024,2022,22,0.465,13.208,9,59.4,1,0,50,1260000,50,0,3,1,0.1443,0.68,0.004,0.0254,0.0106,0.09,0.0047,0.041,4.5,3.2,6,9,5,1,3.5,4
1025,2022,5,8.724,11.671,6,49.6,1,1,46,890000,18,1,7,2,0.3433,0.1895,0.0813,0.111,0.1128,0.0627,0.0429,0.0565,4.5,3.2,6,9,5,1,3.5,4
1026,2022,20,0.992,9.97,8,63.6,1,1,41,770000,49,0,6,2,0.2063,0.2769,0.0206,0.2074,0.0274,0.205,0.0244,0.032,4.5,3.2,6,9,5,1,3.5,4
1027,2022,6,2.638,13.386,8,51.3,0,0,39,940000,24,0,7,1,0.1337,0.6099,0.0242,0.068,0.0648,0.0208,0.0471,0.0315,4.5,3.2,6,9,5,1,3.5,4
1028,2022,5,6.547,13.323,5,72.8,1,1,38,980000,18,1,8,1,0.1783,0.4655,0.0368,0.0681,0.106,0.0358,0.0536,0.0559,4.5,3.2,6,9,5,1,3.5,4
1029,2022,10,0.2,4.459,9,30,0,1,48,440000,43,1,0,2,0.1144,0.0643,0.0407,0.1213,0.0195,0.3089,0.2591,0.0718,4.5,3.2,6,9,5,1,3.5,4
1030,2022,11,8.291,10.929,7,50.4,0,0,44,670000,57,1,7,2,0.3903,0.0706,0.0513,0.1093,0.2159,0.0471,0.0545,0.061,4.5,3.2,6,9,5,1,3.5,4
1031,2022,7,3.137,7.48,9,85.2,1,1,33,2630000,58,0,8,3,0.3174,0.0873,0.0406,0.1038,0.048,0.2174,0.1048,0.0807,4.5,3.2,6,9,5,1,3.5,4
1032,2022,2,6.038,10.206,7,64.3,1,1,42,2870000,49,0,15,3,0.3408,0.2421,0.0146,0.1481,0.0817,0.1246,0.0162,0.0319,4.5,3.2,6,9,5,1,3.5,4
1033,2022,22,2.253,13.107,7,63.4,1,1,49,2380000,36,0,12,1,0.2217,0.5146,0.0064,0.0357,0.0497,0.0782,0.082,0.0117,4.5,3.2,6,9,5,1,3.5,4
1034,2022,10,3.853,2.304,9,54.7,1,0,39,1250000,29,1,5,3,0.1455,0.0054,0.0387,0.0744,0.017,0.2087,0.3437,0.1666,4.5,3.2,6,9,5,1,3.5,4
1035,2022,10,3.112,4.483,8,53.8,0,1,48,2030000,22,1,9,3,0.1726,0.0376,0.0821,0.1739,0.0281,0.2075,0.1659,0.1323,4.5,3.2,6,9,5,1,3.5,4
1036,2022,5,6.642,12.96,7,63.9,1,1,45,910000,23,1,6,2,0.088,0.7638,0.0059,0.0354,0.0408,0.0222,0.0206,0.0233,4.5,3.2,6,9,5,1,3.5,4
1037,2022,7,4.864,8.077,6,58,0,1,40,1670000,29,1,7,3,0.3871,0.0936,0.0105,0.1963,0.0836,0.057,0.1003,0.0716,4.5,3.2,6,9,5,1,3.5,4
1038,2022,2,8.51,8.755,9,69.3,1,1,40,1250000,37,0,5,2,0.3547,0.0351,0.0329,0.0881,0.2924,0.0174,0.108,0.0714,4.5,3.2,6,9,5,1,3.5,4
1039,2022,14,10.81,12.505,9,27,0,0,46,780000,37,0,3,1,0.1317,0.244,0.1165,0.0391,0.265,0.079,0.0353,0.0894,4.5,3.2,6,9,5,1,3.5,4
1040,2022,14,10.102,9.984,7,37.6,0,0,54,980000,29,1,8,2,0.1391,0.0294,0.0668,0.033,0.535,0.0434,0.1142,0.0391,4.5,3.2,6,9,5,1,3.5,4
1041,2022,7,4.843,10.23,8,48.6,0,0,50,1410000,60,0,6,2,0.3818,0.2484,0.0349,0.0785,0.0601,0.0349,0.0776,0.0838,4.5,3.2,6,9,5,1,3.5,4
1042,2022,9,7.075,13.208,10,61.3,1,1,41,820000,23,0,7,1,0.4469,0.2041,0.0169,0.0522,0.1312,0.0451,0.0351,0.0685,4.5,3.2,6,9,5,1,3.5,4
1043,2022,22,0.877,14.8,7,34.4,0,0,37,1150000,34,0,7,1,0.2183,0.6293,0.0052,0.0304,0.0392,0.0228,0.0101,0.0447,4.5,3.2,6,9,5,1,3.5,4
1044,2022,22,0.953,13.025,7,53.6,0,1,42,2320000,29,0,9,1,0.203,0.4333,0.0329,0.0401,0.0334,0.1526,0.0555,0.0492,4.5,3.2,6,9,5,1,3.5,4
1045,2022,6,1.772,12.379,9,42.9,0,0,53,1200000,18,0,5,1,0.1961,0.5411,0.012,0.0495,0.0476,0.1046,0.0205,0.0286,4.5,3.2,6,9,5,1,3.5,4
1046,2022,7,5.985,8.581,7,63.7,1,1,37,940000,45,0,3,1,0.5811,0.0786,0.0196,0.0772,0.0581,0.0567,0.0416,0.0871,4.5,3.2,6,9,5,1,3.5,4
1047,2022,13,4.511,11.319,7,48.3,0,0,47,1590000,35,0,6,1,0.1446,0.5505,0.0088,0.0396,0.0495,0.1004,0.0477,0.0589,4.5,3.2,6,9,5,1,3.5,4
